genre,wiki_title,confidence,source
swiss indie folk,List of music genres and styles,medium,wikipedia_fallback
east anglia indie,Amelia Fletcher,medium,wikipedia_fallback
chanson paillarde,Chanson pour boire,medium,wikipedia_fallback
noisecore,Mathcore,high,wikidata
british indie rock,On the Luna,medium,wikipedia_fallback
deep brazilian pop,Music genre,medium,wikipedia_fallback
swiss singer-songwriter,There Is a Party,medium,wikipedia_fallback
kyrgyz pop,Dinara Akulova,medium,wikipedia_fallback
stockholm indie,Electronic music,medium,wikipedia_fallback
industrial noise,Industrial hip-hop,medium,wikipedia_fallback
czsk reggae,,none,unmatched
idol,Kawaii metal,medium,wikipedia_fallback
indie rock peruano,Arena Hash,medium,wikipedia_fallback
danish alternative rock,Cryoshell,medium,wikipedia_fallback
muzica populara,Traditional folk music,high,wikidata
rogaland musikk,Gaute Storaas,medium,wikipedia_fallback
powwow,The Halluci Nation,medium,wikipedia_fallback
bangladeshi hip hop,Bangladeshi hip-hop,high,wikidata
rap pernambucano,João Gomes (singer),medium,wikipedia_fallback
japanese hardcore,Japanese hardcore,high,wikidata
funk pop,Funk,medium,wikipedia_fallback
boston hip hop,Stand for Something or Die for Nothing,medium,wikipedia_fallback
turkish hip hop,Turkish hip-hop,high,wikidata
southern hip hop,Southern hip-hop,high,wikidata
dirty texas rap,List of music genres and styles,medium,wikipedia_fallback
tsukiuta,Shouta Aoi,medium,wikipedia_fallback
musique pour enfants,Children's music,high,wikidata
pokemon,List of Pokémon theme songs,medium,wikipedia_fallback
grimewave,,none,unmatched
hamburg electronic,1960 in music,medium,wikipedia_fallback
animal singing,Heavy metal genres,medium,wikipedia_fallback
lithuanian folk,Lithuanian folk music,high,wikidata
norwegian techno,Tromsø techno scene,high,wikidata
eletronica underground brasileira,Music of Brazil,medium,wikipedia_fallback
fourth world,Flora Purim,medium,wikipedia_fallback
late romantic era,Mikhail Ippolitov-Ivanov,medium,wikipedia_fallback
boeremusiek,Boeremusiek,high,wikidata
doo-wop,Doo-wop,high,wikidata
medieval rock,Medieval folk rock,high,wikidata
rock-and-roll,Rock music,high,wikidata
chamber folk,Folk baroque,medium,wikipedia_fallback
women's choir,Bulgarian State Television Female Vocal Choir,medium,wikipedia_fallback
missouri indie,Music of Missouri,medium,wikipedia_fallback
hurdy-gurdy,The Hurdy Gurdy Man,medium,wikipedia_fallback
early us punk,New wave music,medium,wikipedia_fallback
lancaster pa indie,Guided by Voices,medium,wikipedia_fallback
kavkaz,Azerbaijani pop music,medium,wikipedia_fallback
musica baiana,Admirável Chip Novo,medium,wikipedia_fallback
audiophile vocal,Norman Chesky,medium,wikipedia_fallback
rap tuga underground,List of hip-hop genres,medium,wikipedia_fallback
english indie rock,The Kooks,medium,wikipedia_fallback
belfast indie,Take the Whole Midrange and Boost It,medium,wikipedia_fallback
australian post-rock,Clogs (band),medium,wikipedia_fallback
new mexico music,New Mexico music,high,wikidata
praise,Contemporary worship music,high,wikidata
sierra leonean pop,Blo (band),medium,wikipedia_fallback
slovak metal,Galadriel (Slovak band),medium,wikipedia_fallback
afrikaans gospel,List of South African Music Award categories,medium,wikipedia_fallback
surf punk,Surf music,medium,wikipedia_fallback
vintage chinese pop,Cantopop,medium,wikipedia_fallback
suomirap,Finnish hip-hop,high,wikidata
reggae en espanol,Reggae en Español,high,wikidata
shoegaze brasileiro,List of 1970s albums considered the best,medium,wikipedia_fallback
hungarian hip hop,Hungarian hip-hop,high,wikidata
ukrainian black metal,Ukrainian metal,medium,wikipedia_fallback
dub brasileiro,Music of Brazil,medium,wikipedia_fallback
rap tico,Video Kids,medium,wikipedia_fallback
tecnobanda,List of music artists and bands from Mexico,medium,wikipedia_fallback
dub poetry,Dub poetry,high,wikidata
dutch jazz,Dutch jazz,high,wikidata
hands up,Eurodance,medium,wikipedia_fallback
australian indie folk,Tinpan Orange,medium,wikipedia_fallback
swedish folk pop,Sarek (band),medium,wikipedia_fallback
japanese jazz,Japanese jazz,high,wikidata
canadian celtic,Celtic music in Canada,high,wikidata
alternative ccm,Christian alternative rock,medium,wikipedia_fallback
psychobilly,Psychobilly,high,wikidata
rap paranaense,Bia Ferreira,medium,wikipedia_fallback
roots rock,Roots rock,high,wikidata
deep darkpsy,List of trance genres,medium,wikipedia_fallback
russelater,Russ music,high,wikidata
finnish progressive rock,Kaamos (Finnish band),medium,wikipedia_fallback
marathi traditional,Mai (2013 film),medium,wikipedia_fallback
cypriot pop,Forgive Me This,medium,wikipedia_fallback
south sudanese pop,Music of Sudan,medium,wikipedia_fallback
varmland rock,List of music festivals,medium,wikipedia_fallback
deep talent show,Soul music,medium,wikipedia_fallback
finnish new wave,Eppu Normaali,medium,wikipedia_fallback
classic city pop,Music genre,medium,wikipedia_fallback
dutch classical piano,List of music genres and styles,medium,wikipedia_fallback
american orchestra,Jack Elliott (composer),medium,wikipedia_fallback
turkish trap pop,List of music genres and styles,medium,wikipedia_fallback
armenian pop,Music of Armenia,medium,wikipedia_fallback
coral gospel,Ella (Brazilian singer),medium,wikipedia_fallback
czsk hip hop,,none,unmatched
uk alternative hip hop,List of hip-hop genres,medium,wikipedia_fallback
south african gospel,Sign of a Victory,medium,wikipedia_fallback
ohio hip hop,MGK,medium,wikipedia_fallback
hip hop tuga,Hip-hop tuga,high,wikidata
crunk,Crunk,high,wikidata
dirty south rap,Southern hip-hop,high,wikidata
hong kong tv drama,Ruby Lin discography,medium,wikipedia_fallback
rap underground mexicano,List of music genres and styles,medium,wikipedia_fallback
old school hip hop,Old-school hip-hop,high,wikidata
german romanticism,Genre,medium,wikipedia_fallback
american folk revival,American folk music revival,medium,wikipedia_fallback
progressive uplifting trance,Uplifting trance,medium,wikipedia_fallback
acoustic punk,Folk punk,medium,wikipedia_fallback
harlem renaissance,Harlem Renaissance,medium,wikipedia_fallback
hungarian classical performance,Music genre,medium,wikipedia_fallback
historical keyboard,Finchcocks,medium,wikipedia_fallback
choro,Choro,high,wikidata
indonesian folk,Music of Indonesia,medium,wikipedia_fallback
folk,Folk music,high,wikidata
singer-songwriter,Singer-songwriter,medium,wikipedia_fallback
baptist gospel,Lance Martin,medium,wikipedia_fallback
auteur-compositeur-interprete quebecois,Bruno Pelletier,medium,wikipedia_fallback
jewish pop,The Groggers,medium,wikipedia_fallback
merseybeat,Beat music,high,wikidata
granada indie,Popular music of Manchester,medium,wikipedia_fallback
galician rock,Os Resentidos,medium,wikipedia_fallback
albany ny indie,Kaitee Page,medium,wikipedia_fallback
taiwan singer-songwriter,Lo Ta-yu,medium,wikipedia_fallback
british alternative rock,Brit Award for British Rock/Alternative Act,medium,wikipedia_fallback
indie rock mexicano,List of music genres and styles,medium,wikipedia_fallback
clawhammer banjo,Clawhammer,high,wikidata
serbian folk,Serbian folk music,high,wikidata
musica santomense,,none,unmatched
ska catala,Els Pets,medium,wikipedia_fallback
pop costarricense,Die with a Smile,medium,wikipedia_fallback
indonesian rock,Indonesian rock,high,wikidata
messianic praise,Paul Wilbur,medium,wikipedia_fallback
aberdeen indie,Andrew Montgomery,medium,wikipedia_fallback
chicago rap,Chicago hip-hop,high,wikidata
malayalam hip hop,Malayalam hip-hop,medium,wikipedia_fallback
v-pop,V-pop,high,wikidata
south african country,Orville Peck,medium,wikipedia_fallback
psicodelia mexicana,,none,unmatched
arabesk,Arabesque (Turkish music),high,wikidata
turkmen hip hop,Music of Afghanistan,medium,wikipedia_fallback
canadian indigenous hip hop,JB the First Lady,medium,wikipedia_fallback
cumbia del sureste,,none,unmatched
dub reggae,Dub music,medium,wikipedia_fallback
milwaukee hip hop,Milwaukee hip-hop,high,wikidata
salsa choke,Borró Cassette,medium,wikipedia_fallback
musica ayacuchana,Charango,medium,wikipedia_fallback
argentine metal,Ultimando,medium,wikipedia_fallback
mathcore,Mathcore,high,wikidata
trancecore,Electronicore,high,wikidata
son cubano,Son cubano,high,wikidata
nwocr,Inglorious,medium,wikipedia_fallback
progressive thrash,Progressive metal,medium,wikipedia_fallback
dutch black metal,Laster (band),medium,wikipedia_fallback
48g,Chicken Line,medium,wikipedia_fallback
canadian hardcore,Canadian hardcore punk,high,wikidata
death 'n' roll,Death 'n' roll,high,wikidata
italian baritone,Alessandro Corbelli,medium,wikipedia_fallback
pagode novo,Samba,medium,wikipedia_fallback
post-post-hardcore,The Evens (album),medium,wikipedia_fallback
french stoner rock,Mars Red Sky,medium,wikipedia_fallback
luxembourgian metal,Pronoian Made,medium,wikipedia_fallback
combos nacionales,Music of Panama,medium,wikipedia_fallback
nz metal,List of nu metal bands,medium,wikipedia_fallback
norwegian metal,Music of Norway,medium,wikipedia_fallback
portuguese black metal,Music genre,medium,wikipedia_fallback
scottish metal,Metaltech (band),medium,wikipedia_fallback
juju,Jùjú music,medium,wikipedia_fallback
post-screamo,Screamo,medium,wikipedia_fallback
deep melodic death metal,List of music genres and styles,medium,wikipedia_fallback
pittsburgh metal,Code Orange (band),medium,wikipedia_fallback
cleveland metal,Mushroomhead,medium,wikipedia_fallback
minneapolis metal,Dave Pirner,medium,wikipedia_fallback
sci-fi metal,Orion (Ryan Adams album),medium,wikipedia_fallback
japanese traditional,Traditional Japanese music,high,wikidata
new england experimental,Music genre,medium,wikipedia_fallback
relaxative,Music genre,medium,wikipedia_fallback
children's choir,Choir,medium,wikipedia_fallback
deep chill-out,List of music genres and styles,medium,wikipedia_fallback
minecraft,Music of Minecraft,medium,wikipedia_fallback
rwandan traditional,Mani Martin,medium,wikipedia_fallback
musica andina,Andean music,high,wikidata
barbershop,Barbershop music,high,wikidata
synthetic classical,Russian classical music,medium,wikipedia_fallback
experimental dub,Pole (musician),medium,wikipedia_fallback
new beat,New beat,high,wikidata
organic ambient,Ambient music,medium,wikipedia_fallback
belgian experimental,Univers Zero,medium,wikipedia_fallback
traditional scottish folk,Scottish folk music,high,wikidata
downtempo fusion,Downtempo,medium,wikipedia_fallback
japanese techno,Two-Mix,medium,wikipedia_fallback
french contemporary classical,Pierre Jodlowski,medium,wikipedia_fallback
roots worship,List of music genres and styles,medium,wikipedia_fallback
rio grande do sul indie,Funk carioca,medium,wikipedia_fallback
senegalese traditional,Doudou N'Diaye Rose,medium,wikipedia_fallback
fado instrumental,International Portuguese Music Awards,medium,wikipedia_fallback
thai traditional,Thai traditional games,medium,wikipedia_fallback
israeli pop,Music of Israel,medium,wikipedia_fallback
belarusian hip hop,Russian hip-hop,medium,wikipedia_fallback
indie folk,Indie folk,high,wikidata
classic bangla pop,Music of the United Kingdom (1980s),medium,wikipedia_fallback
country rock,Country rock,high,wikidata
dutch punk,Dutch Punk,high,wikidata
jacksonville indie,Sailorr,medium,wikipedia_fallback
chant religieux,François Couperin,medium,wikipedia_fallback
charlottesville indie,Music of Virginia,medium,wikipedia_fallback
vintage swing,Rent party,medium,wikipedia_fallback
baiao,Baião (music),high,wikidata
lincoln ne indie,Music of Wisconsin,medium,wikipedia_fallback
irish rock,Rock music in Ireland,high,wikidata
anime latino,List of music genres and styles,medium,wikipedia_fallback
metal tico,Tico Torres,medium,wikipedia_fallback
firenze indie,Electronic music,medium,wikipedia_fallback
classic greek rock,Xylina Spathia,medium,wikipedia_fallback
telugu worship,List of genres,medium,wikipedia_fallback
afrobeat fusion,Janzi Band,medium,wikipedia_fallback
spanish new wave,Mecano,medium,wikipedia_fallback
vintage country folk,Country music,medium,wikipedia_fallback
mariachi,Mariachi,high,wikidata
gothabilly,Gothabilly,high,wikidata
finnish punk,Eppu Normaali,medium,wikipedia_fallback
rap mocambicana,,none,unmatched
german underground rap,German hip-hop,medium,wikipedia_fallback
belgian hardcore,Belgian hardcore techno,high,wikidata
spanish post-rock,Obsidian Kingdom,medium,wikipedia_fallback
azeri rap,Music genre,medium,wikipedia_fallback
uk dancehall,The Heatwave,medium,wikipedia_fallback
rap salvadoreno,Omnionn,medium,wikipedia_fallback
oratory,Oratorio,high,wikidata
florida rap,Music of Florida,medium,wikipedia_fallback
deep ragga,Jungle music,medium,wikipedia_fallback
deep tech house,Robert Solheim,medium,wikipedia_fallback
norwegian classical,Music of Norway,medium,wikipedia_fallback
magyar kabare,,none,unmatched
hangoskonyvek,Katalin Ladik,medium,wikipedia_fallback
jazz double bass,Bassist,medium,wikipedia_fallback
german show tunes,Every Noise at Once,medium,wikipedia_fallback
sung poetry,Sung poetry,high,wikidata
italian violin,Karel Jalovec,medium,wikipedia_fallback
newcastle nsw indie,Music of Australia,medium,wikipedia_fallback
spanish indie folk,I Love Your Glasses,medium,wikipedia_fallback
singaporean punk,Zircon Lounge,medium,wikipedia_fallback
zydeco,Zydeco,high,wikidata
musica popular paraense,Caetano Veloso,medium,wikipedia_fallback
irish country,Country and Irish,high,wikidata
warm drone,Ambient music,medium,wikipedia_fallback
nordic orchestra,List of classical music genres,medium,wikipedia_fallback
dayton indie,Indie rock,medium,wikipedia_fallback
classic psychedelic rock,Ersen ve Dadaşlar,medium,wikipedia_fallback
italian metal,Music of Italy,medium,wikipedia_fallback
hard chime,Midwest emo,medium,wikipedia_fallback
mexican post-rock,Austin TV,medium,wikipedia_fallback
portuguese metal,Latin metal,medium,wikipedia_fallback
nohay,,none,unmatched
memphis hip hop,Memphis rap,high,wikidata
philly rap,Tierra Whack,medium,wikipedia_fallback
c-pop,C-pop,high,wikidata
sesotho pop,Amapiano,medium,wikipedia_fallback
tennessee hip hop,Southern hip-hop,medium,wikipedia_fallback
brockton hip hop,Music of Massachusetts,medium,wikipedia_fallback
cologne hip hop,List of industrial music genres,medium,wikipedia_fallback
german reggae,Gentleman (musician),medium,wikipedia_fallback
botswanan pop,Music genre,medium,wikipedia_fallback
musica gaucha tradicionalista,Baitaca,medium,wikipedia_fallback
marimba de guatemala,Music of Guatemala,medium,wikipedia_fallback
coptic hymn,Coptic music,medium,wikipedia_fallback
viola,Cello,medium,wikipedia_fallback
cantautor,Singer-songwriter,medium,wikipedia_fallback
musica amapaense,Patrícia Bastos,medium,wikipedia_fallback
cantautor catala,Cesk Freixas,medium,wikipedia_fallback
musica mogiana,,none,unmatched
historic string quartet,Maria Newman,medium,wikipedia_fallback
melodic dubstep,Dubstep,medium,wikipedia_fallback
classical cello,Chamber Music (Ballake Sissoko and Vincent Segal album),medium,wikipedia_fallback
musica portuguesa contemporanea,Christopher Bochmann,medium,wikipedia_fallback
dutch singer-songwriter,George Baker (Dutch singer),medium,wikipedia_fallback
musique traditionnelle congolaise,Music of the Democratic Republic of the Congo,medium,wikipedia_fallback
jazz organ,Post-bop,medium,wikipedia_fallback
pre-war blues,Blues,medium,wikipedia_fallback
australian singer-songwriter,Pete Murray (Australian musician),medium,wikipedia_fallback
laiko,Laïko,high,wikidata
indie valenciana,List of horror films of 2023,medium,wikipedia_fallback
wisconsin indie,Hüsker Dü,medium,wikipedia_fallback
jazz colombiano,Cumbia & Jazz Fusion,medium,wikipedia_fallback
iowa indie,Rock music,medium,wikipedia_fallback
neo-rockabilly,Neo-rockabilly,high,wikidata
musica piauiense,Whindersson Nunes,medium,wikipedia_fallback
bubblegum pop,Bubblegum music,high,wikidata
psychedelic trance,Psychedelic trance,high,wikidata
